http://www.realestate3d.com/gps/uslatlongdegmin.htm
[CEZ] 37.30 108.63 	37 17 59 	108 37 47 	Cortez,CO
[CAG] 40.50 107.53 	40 30 0 	107 31 47 	Craig-Moffat,CO
[DEN] 39.75 104.87 	39 45 0 	104 52 12 	Denver,CO
[DRO] 37.15 107.75 	37 9 0 		107 45 0 	Durango,CO
[EGE] 39.65 106.92 	39 39 0 	106 55 11 	Eagle,CO
[APA] 39.57 104.83 	39 34 11 	104 49 48 	Englewood,CO
[FCS] 38.68 104.77 	38 40 48 	104 46 11 	FortCarson,CO
[FSR] 39.57 105.50 	39 34 11 	105 30 0 	Fraser,CO
[FNL] 40.45 105.02 	40 27 0 	105 1 11 	FtCol/Lovel,CO
[FCL] 40.58 105.08 	40 34 48 	105 4 48 	FtCollins,CO
[GJT] 39.12 108.53 	39 7 11 	108 31 47 	GrandJct,CO
[GXY] 40.43 104.63 	40 25 48 	104 37 47 	Greeley-Wld,CO
[2V9] 38.55 106.93 	38 32 59 	106 55 48 	Gunnison,CO
[GUC] 38.55 106.92 	38 32 59 	106 55 11 	Gunnison,CO
[LHX] 38.05 103.52 	38 2 59 	103 31 11 	LaJunta,CO
[4LJ] 38.12 102.60 	38 7 11 	102 35 59 	Lamar,CO
[LXV] 39.25 106.30 	39 15 0 	106 18 0 	Leadville,CO
[LIC] 39.18 103.70 	39 10 48 	103 41 59 	Limon,CO
[6V8] 38.50 107.88 	38 30 0 	107 52 47 	Montrose,CO
[MTJ] 38.50 107.88 	38 30 0 	107 52 47 	Montrose,CO
[PUB] 38.28 104.52 	38 16 47 	104 31 11 	Pueblo,CO
[1V1] 39.53 107.80 	39 31 47 	107 48 0 	Rifle,CO
[S29] 38.53 106.05 	38 31 47 	106 3 0 	Salida,CO
[SBS] 40.48 106.82 	40 28 47 	106 49 11 	SteamboatSp,CO
[TAD] 37.25 104.33 	37 15 0 	104 19 48 	Trinidad,CO
[C96] 40.00 105.87 	40 0 0 		105 52 12 	WinterPark,CO

[BDR] 41.17 73.13 	41 10 11 	73 7 47 	Bridgeport,CT
[DXR] 41.37 73.48 	41 22 11 	73 28 48 	Danbury,CT
[GON] 41.33 72.05 	41 19 48 	72 3 0 		Groton,CT
[HFD] 41.73 72.65 	41 43 47 	72 39 0 	Hartford,CT
[30N] 41.22 72.67 	41 13 12 	72 40 11 	NewHaven,CT
[HVN] 41.27 72.88 	41 16 12 	72 52 47 	NewHaven,CT
[N11] 41.27 72.90 	41 16 12 	72 54 0 	NewHaven,CT
[18N] 41.30 72.08 	41 17 59 	72 4 48 	NewLondon,CT
[BDL] 41.93 72.68 	41 55 48 	72 40 48 	WindsorLoc,CT
[]    41.05 73.54   41 3  0     73 31 48    Stamford,CT

[DOV] 39.13 75.47 	39 7 48 	75 28 12 	Dover,DE
[ILG] 39.67 75.60 	39 40 11 	75 35 59 	Wilmington,DE

[IAD] 38.95 77.46 	38 57 0 	77 27 35 	Washington/Dulles,DC
[DCA] 38.85 77.04 	38 50 59 	77 2 24 	Washington/Natl,DC

[AQQ] 29.73 85.03 	29 43 47 	85 1 47 	Apalachicola,FL
[90J] 29.12 81.57 	29 7 12 	81 34 11 	AstorNAS,FL
[AGR] 28.08 81.55 	28 4 47 	81 33 0 	AvonParkG,FL
[XMR] 28.47 80.55 	28 28 11 	80 33 0 	CapeCanaveral,FL
[NZC] 30.22 81.88 	30 13 11 	81 52 47 	Cecil,FL
[CEW] 30.78 86.52 	30 46 48 	86 31 11 	Crestview,FL
[CTY] 29.62 83.10 	29 37 12 	83 5 59 	CrossCity,FL
[DAB] 29.18 81.05 	29 10 48 	81 3 0 		DaytonaBeach,FL
[EGI] 30.65 86.52 	30 38 59 	86 31 11 	DukeFld,FL
[VPS] 30.48 86.53 	30 28 47 	86 31 47 	EglinAFB,FL
[X91] 27.60 82.77 	27 36 0 	82 46 11 	EgmontKey,FL
[FXE] 26.13 80.13 	26 7 47 	80 7 47 	FortLauderdale,FL
